created_at,id_str,full_text,username
Sun Sep 17 03:53:08 +0000 2023,1703255740730028361,@merapi_uncover @Cheloniamydas27 Motor matic baru keluaran honda juga gitu kan terutama yang rangka Esaf wkwk,AlfisiusMichael
Sun Sep 17 03:12:33 +0000 2023,1703245526878314586,Kelebihan Rangka eSAF Motor Honda menurut Ahli https://t.co/a5RpWTKI7z,Bisniscom
Sun Sep 17 02:10:34 +0000 2023,1703229929331241147,"Harga 5 Motor Honda yang Pakai Rangka eSAF, Turun atau Stabil? https://t.co/1TOQrdeCfb",Bisniscom
Sun Sep 17 02:09:50 +0000 2023,1703229747076215158,@arthur_afleck @small_mofo_Mk2 🤣🤣🤣  Kerangka eSAF? Honda emang terdepan dah. Bikin program maintenance Corrosion inspection kayak pesawat.,t_yudehis
Sun Sep 17 01:52:28 +0000 2023,1703225376925974878,"@TTeofani Honda""  Semoga rangkanya bulan Rangka ESAF""",Moshe_1853
Sun Sep 17 01:43:35 +0000 2023,1703223138736304524,"4 Poin Penting Temuan Kemenhub soal Rangka eSAF Motor Honda, Ada Karat di Bagian Ini https://t.co/vbeAl3lL1o",Bisniscom
Sun Sep 17 01:29:07 +0000 2023,1703219500538310793,"Kemenhub Ungkap Hasil Temuan, Ini Daftar Motor Honda Pakai Rangka eSAF #beritajogja #jogja #jogjaistimewa https://t.co/Sv8FQb6X0A https://t.co/RFGv23EKVZ",Harian_Jogja
Sun Sep 17 01:00:01 +0000 2023,1703212174653509730,Ini penjelasan mengapa timbul karat di rangka eSAF pada motor matic honda lewat hasil investigasi tim KNKT dan Kemenhub.  Baca : https://t.co/qP9YPWpcRa https://t.co/sO6qHqGahU,motorplusweekly
Sat Sep 16 22:41:26 +0000 2023,1703177301884870946,Ini Temuan Kemenhub dan KNKY Soal Investigasi Rangka eSAF Honda: Perlu Perbaikan Kualitas https://t.co/2KkT1yrj0e,liniindonesia
Sat Sep 16 22:37:06 +0000 2023,1703176209587437618,"Kemenhub Buka Hasil Temuan, Cek Daftar Motor Honda Pakai Rangka eSAF https://t.co/yUfnNNdSRP",Bisniscom
Sat Sep 16 17:23:29 +0000 2023,1703097287126438116,"Biaya Perbaikan Rangka eSAF Honda Mahal dari Rangka Biasa, Kok Bisa! https://t.co/zK0nn6keex",salamah213
Sat Sep 16 17:19:46 +0000 2023,1703096351490539960,"@herrysw Iye memang. Bahkan saya pernah malah disuruh mekanik ahass beli sparepart nya dibengkel biasa nanti pasang di ahass. Kocak bgt emg AHM. Tp mslh sparepart mtr honda langka, emg udh dr dulu. Tambah skrg isu rangka esaf yg busuk. AHM menenggelamkan diri sendiri.",yudhapiero
Sat Sep 16 17:19:21 +0000 2023,1703096246435786884,"@rezzaagoesr @herrysw Iye memang. Bahkan saya pernah malah disuruh mekanik ahass beli sparepart nya dibengkel biasa nanti pasang di ahass. Kocak bgt emg AHM. Tp mslh sparepart mtr honda langka, emg udh dr dulu. Tambah skrg isu rangka esaf yg busuk. AHM menenggelamkan diri sendiri.",yudhapiero
Sat Sep 16 16:42:08 +0000 2023,1703086879405646157,Terungkap Penyebab Karat di Rangka eSAF Motor Honda Menurut Investigasi KNKT dan Kemenhub https://t.co/8wcsQMVIld   Download aplikasi https://t.co/KRqKFj9bBA untuk akses berita lebih mudah dan cepat: Android: https://t.co/wp3u4bK7yT,Saepul37884466
Sat Sep 16 16:33:24 +0000 2023,1703084679577194626,"Kemenhub Gandeng KNKT Teliti Rangka eSAF Sepeda Motor Honda, ternyata begini hasilnya simak yes!! https://t.co/1O89QK2xG3   Malam Minggu simak #eSAF",otobeken
Sat Sep 16 14:48:59 +0000 2023,1703058404171006161,@f1speed_indo yahahaha...besok pake esaf itu honda,mercedsAMGF1
Sat Sep 16 14:19:32 +0000 2023,1703050994337358170,"Ini Proses Produksi Rangka eSAF Motor Honda, Kemenhub Buka-bukaan https://t.co/bwNwgWvbhp",Bisniscom
Sat Sep 16 13:28:37 +0000 2023,1703038178930876623,https://t.co/wrCm7qjKWI #rangkaesaf #esafahm #esafhonda #esafkarat #hondamotor #esaf,afonkdna
Sat Sep 16 11:25:52 +0000 2023,1703007288523723098,"@kompascom Tuh kan, Kemenhub dan KNKT aja menyatakan rangka eSAF motor Honda kuat dan aman.",Omnya_Gibran
Sat Sep 16 10:37:42 +0000 2023,1702995166318219348,@jumintenkoplak Irit motor injection Honda tapi sedang terkena esaf . Blue core aerox juga bagus,itami_zouji
Sat Sep 16 10:31:16 +0000 2023,1702993549208539376,"Menindaklanjuti Keluhan Masyarakat Terkait Rangka ESAF Honda, Kemenhub Bersama KNKT Lakukan Penelitian https://t.co/yBf1epzeXS",girsang_smile
Sat Sep 16 10:05:08 +0000 2023,1702986970820141212,Investigasi KNKT dan Kemenhub soal Rangka eSAF Honda: Ada Karat  https://t.co/KcU99H7pD1,IDNTimes
Sat Sep 16 07:00:51 +0000 2023,1702940595738820941,"@kompascom gini ya blok, namanya rangka modern itu tipis dan dibuat secara modern dan pasti kuat. eSAF itu kaya rangka mobil monocoque. kualitas dijamin. namanya karat ya karna elu yang ngawur pakainya! elu aja ugal²an!! . . . . . gimana? udah cocok jadi buzzer honda belum? 🗿🗿",SupraX125_
Sat Sep 16 06:55:26 +0000 2023,1702939230169891320,"Rangka eSAF Honda Keropos dan Karatan, Kemenhub dan KNKT Lakukan Investigasi dan Temukan Hal ini !   https://t.co/rKXrXdOoV6 via @tribunnews",tribunmedan
Sat Sep 16 05:49:30 +0000 2023,1702922640154067294,"Khawatir sm motorku, honda scoopy 2022 prestige white yg pakai rangka eSaf. Baru bs bongkar kmrn &amp  ini yang ditemuin. Gatau apakah ini aman atau tidaknya. Tentunya ini hrs ditindak lanjuti oleh @AstraHondaCare . Selalu dibilas setelah kena hujan, perawatan aman. lanjutan di reply https://t.co/v7Cqss8vvq",justjaeblies
Sat Sep 16 05:27:01 +0000 2023,1702916978871320844,Investigasi ini dilakukan Kementerian Perhubungan melalui Direktorat Jenderal Perhubungan Darat (Ditjen Hubdat Kemenhub) bersama Komite Nasional Keselamatan Transportasi (KNKT) menyusul banyaknya keluhan terkait rangka motor model eSAF milik Honda.  | Narasi Daily https://t.co/PHKw1a8yDT,NarasiNewsroom
Sat Sep 16 05:25:32 +0000 2023,1702916607792779439,"Kasus Rangka eSAF Honda Pemerintah Harus Tegas Ambil Keputusan https://t.co/EKGA4DpN9U “Semoga pemerintah tegas dalam menangani hal ini, saya biasa mengantar anak saya sekolah (TK), Anak saya biasa berdiri di dek depan. Coba bayangin kalau tiba-tiba ....",dimassiker
Sat Sep 16 05:25:06 +0000 2023,1702916496903791049,"@BaseBDG Nder lu tunjukin video2 YouTube tu rangka esaf pada turu, kalau masih kekeuh mau honda bisa coba vario 125 (rangka underbone) honda pcx 160 / honda adv 160",amangindomie
Sat Sep 16 05:22:19 +0000 2023,1702915798464159761,"@BaseBDG Kalo kekeuh honda, pilih aja Honda tp PCX mbak. Kalo nggak Supra X/Revo yang rangkanya bukan ESAF.",Alhascatlovers
Sat Sep 16 05:17:58 +0000 2023,1702914701997543802,Ternyata ini penyebab rangka eSAF Honda mudah karatan  https://t.co/i6ztMWYsOk,idx_channel
Sat Sep 16 04:47:58 +0000 2023,1702907151805743583,@kompascom Mending honda buat service berkala aja deh yang menjamin rangka eSAF bisa di claim,hansoohee16
Sat Sep 16 04:31:29 +0000 2023,1702903006151528766,Beredar beberapa video yang menunjukan sepeda motor diduga produk Yamaha Mio yang mengalami masalah pada rangka yang menjadi tulang penyangga utama.  Sehingga nampak jelas motor tersebut mengalami patah pada bagian rangka utama sama persis dengan kasus pada rangka eSAF Honda. https://t.co/YGyc1d7u1Y,indo_dailynet
Sat Sep 16 04:09:25 +0000 2023,1702897450527383940,"@kompascom Coba bayangin kalo honda itu developer rumah KPR , rangka atap bukan baja ringan tp esaf 🥲",kelvindhans
Sat Sep 16 03:21:34 +0000 2023,1702885408869437704,"KNKT dan Kemenhub Beberkan Proses Pembuatan Rangka eSAF Honda, Sesuai Standar Global https://t.co/rjO4XaegjS",100kpjcom
Sat Sep 16 03:21:33 +0000 2023,1702885405308391923,"KNKT dan Kemenhub Beberkan Proses Pembuatan Rangka eSAF Honda, Sesuai Standar Global #Ramadan https://t.co/0QXT7FRpgx https://t.co/44cEZhzXz2",VIVAcoid
Sat Sep 16 02:42:35 +0000 2023,1702875601508745394,Kenapa hasil pengujian spesimen rangka esaf ini nggak ditulis nilai secara detail atau dikomparasi sama spesimen rangka2 honda astrea yang rangkanya bisa bertahan selama berpuluh2 tahun dan kita liat nilainya apakah sama?? Sepertinya tidak wkwkwkwk,NormallyClosed
Sat Sep 16 02:16:18 +0000 2023,1702868987212874203,"@mediocrickey Waduh ngeri banget nih CIA,coba dong suruh CIA maenin strateginya supaya Honda mau recall rangka esaf",abheemanyoen
Sat Sep 16 02:09:54 +0000 2023,1702867376281407788,"Ada yg bikin video motor matic Honda dgn rangka eSAF tiap hari PP Surabaya-Jombang sering menghajar lubang, dicek rangkanya masih oke 👌👍👍",FirzaHusainID
Sat Sep 16 02:04:00 +0000 2023,1702865891715912051,Paten rangka eSAF Honda 👌👍🙏,FirzaHusainID
Sat Sep 16 01:58:11 +0000 2023,1702864427417256423,"Berita populer kumparanOTO, Jumat (15/9) KNKT ungkap investigasi rangka eSAF Honda, Toyota resmi buka GR Garage di Indonesia. #kumparanOTO https://t.co/jqs2Rawy3p",kumparan
Sat Sep 16 01:49:04 +0000 2023,1702862132587753878,"Setelah Rangka eSAF Honda Ditemukan Berkarat, Apa Langkah AHM Selanjutnya? https://t.co/YpaxGDwhFQ",Bisniscom
Sat Sep 16 01:01:08 +0000 2023,1702850070037795032,"Hasil Penelitian Rangka eSAF Motor Honda Rampung, Sesuai Standar Manufaktur Global https://t.co/JupOTS2BKx",Bisniscom
Fri Sep 15 23:41:06 +0000 2023,1702829928163746118,"Deretan artikel otomotif terpopuler pada Jumat (15/9/2023), mulai hasil investigasi rangka eSAF Honda hingga alasan sepeda listrik tidak punya STNK. https://t.co/JnlAEnPqK6",KompasOtomotif
Fri Sep 15 22:56:33 +0000 2023,1702818716889854011,"Top News: Koalisi Prabowo Bertambah, Investigasi KNKT soal eSAF Honda https://t.co/Ro7kab8zWB",KATADATAcoid
Fri Sep 15 22:21:07 +0000 2023,1702809801171103935,Begini Hasil Penelitian Ditjen Hubdar dan KNKT untuk Rangka eSAF Motor Honda https://t.co/QFl1cbttDm,jurnalbikersID
Fri Sep 15 17:47:32 +0000 2023,1702740951352090840,"@kompascom Ya jangan beli produk yg makek rangka esaf gitu aja ko repot, honda honda honda cuma menang nama kwalitas makin kesini makin jelek, merk sebelah bukan untuk kaum yg mending mending",massben
Fri Sep 15 16:47:34 +0000 2023,1702725858371526958,Investigasi KNKT dan Kemenhub soal Rangka eSAF Honda: Ada Karat https://t.co/KcU99H7pD1,IDNTimes
Fri Sep 15 16:05:43 +0000 2023,1702715328130912712,mas kris @krissmahen  kubu anti putra mahkota dan cringe royal dinasti family dan anti rangka esaf honda. https://t.co/Cc9BdJcsE4,ilmansptra
Fri Sep 15 15:33:52 +0000 2023,1702707311511491033,"Banyak yg bikin videonya, rangka eSAF Honda terbukti kuat 👍👍👍",firzahusainInc
Fri Sep 15 14:41:36 +0000 2023,1702694159864483958,"Rangka eSAF sepeda motor Honda cukup kuat dan tidak memiliki daerah kritis atau fatigue dgn stress load yg tinggi. Maka ga heran rangka #esaf Honda yg ditest secara acak oleh customernya, diketok2 memakai palu pun cukup kuat karena tidak keropos 👌👍👍 #rangkaesaf https://t.co/yl3aZwEYr1",FirzaHusain
Fri Sep 15 14:11:37 +0000 2023,1702686610591236523,"Wow rangka eSAF motor matic Honda sebelum &amp  sesudah dirawat beda banget, tapi kenapa tetap dihujat oleh netizen ya. Gini loh, apapun merk motornya, klu ga pernah dirawat ya pasti ga awet, berkarat, keropos, dll. Yuk kita sayangi motor kita dgn selalu dirawat 👍 #rangkaesaf #esaf https://t.co/aNW2bPotuZ",FirzaHusainID
Fri Sep 15 14:04:50 +0000 2023,1702684903824101451,"@CatatanPeter @Pai_C1 Seri 2019 banyk yg pake rangka baru kalo honda teknologinya namanya esaf, alesannya si karna lebih ramping dan efisien taunya untuk yg shari2 pake motor misalnya ojol trnyata gk kuat",BANGVELLX
Fri Sep 15 13:52:12 +0000 2023,1702681727230263803,@kompascom Bukan hanya eSAF nya ..peforma motor juga jauh dipangkas ..gua kecewa beli honda beat yg baru rangka eSAF ... peforma lemes .buat nanjak lemah ... jancokk,Suyitno271
Fri Sep 15 13:48:15 +0000 2023,1702680731074605338,Rangka eSAF Honda dirancang berdasarkan perhitungan finite elemen method &amp  divalidasi dg pengujian di fasilitas AHM. Struktur #rangkaeSAF dinilai cukup kuat &amp  tdk memiliki daerah kritis dg stress load yg tinggi. Tegangan msh jauh di bawah batas elastis dari material rangka #eSAF https://t.co/eXFrSM3GJh,FirzaHusain
Fri Sep 15 13:30:04 +0000 2023,1702676154463953274,PT Astra Honda Motor buka suara mengenai hasil investigasi rangka eSAF Honda yg dilakukan oleh tim bentukan Kementerian Perhubungan. Hasil investigasi memastikan struktur rangka eSAF cukup kuat &amp  telah memenuhi standar manufaktur global.  Clear ya 👍👍👍 #rangkaesaf #esaf https://t.co/0X8Pp3H52Y,FirzaHusainID
Fri Sep 15 13:26:59 +0000 2023,1702675379516010717,Hasil temuan KNKT dan Kemenhub soal rangka eSAF Honda yang viral mudah patah  #Honda  #ahm  #rangkaeSAF  https://t.co/kMacgv2feV,gwhaybro
Fri Sep 15 13:17:05 +0000 2023,1702672890506985810,"Mahasiswa lintas nusantara ini gimana sih akalnya?? Esaf itu punya honda, terus lu nge demo yamaha?? Emang aerox, mio, freego, lexi, fazzio, filano, nmax itu pakek rangka esaf?? Terus yang lu bilang yamaha kropos itu dimana njir?? Orang ambrol rata² karena crash!!!",emyr_za
Fri Sep 15 13:12:27 +0000 2023,1702671722774999115,"Terus katanya dikatakan hal ini terjadi di motor yamaha"" Gini tong, lu bisa gak bedain antara kropos sama crash?? Honda yang old sama yamaha yang ambrol rangkanya itu karena crash rata², bukan karena kropos kek esaf!!   Ya allah ini mahasiswa loh. Demo elit Mikir sulit!!!!""",emyr_za
Fri Sep 15 13:10:43 +0000 2023,1702671287502712899,"Gw jujur aja, begonya mahasiswa lintas nusantara ini 1 doang. Yang mereka permasalahkan awal karena rangka esaf kropos, terus kok bisa demo di pabriknya yamaha anjrot!!!   Lu kira yamaha itu astra honda motor???   Mahasiswa loh kalian Ayolah bro demonya yang bener dikit aja!!!",emyr_za
Fri Sep 15 13:07:20 +0000 2023,1702670434419023875,"Gw gak habis pikir, mahasiswa lintas nusantara ini pola pikirnya gimana??? Rangka yamaha yang patah atau honda old yang patah itu karena crash atau kecelakaan,bukan karena kropos terus ambrol kek esaf!!!   Ayolah ges mahasiswa loh!!   Parah sih anjirr!!!",emyr_za
Fri Sep 15 12:38:51 +0000 2023,1702663267787899095,Pembuatan Rangka eSAF Honda Diklaim Sesuai Standar Global https://t.co/TWk1SRQ86D,detikoto
Fri Sep 15 12:07:53 +0000 2023,1702655472518725763,@kompascom Harusnya REWARD dan PUNISMENT di berlakukan...sangsi thd honda :  * Tarik semua produk esaf,Firdaus85950099
Fri Sep 15 12:06:12 +0000 2023,1702655051016380549,"@kompascom Rangka kuat tapi ada karat, segera ganti semua kendaraan dinas kemenhub dengan honda beat/vario dengan rangka eSAF!!!! 💪",boahaya
Fri Sep 15 11:54:40 +0000 2023,1702652145974247539,"@kompascom Rangka esaf ni keknya bakal jadi penyebab honda bakal rungkad di Indonesia. Itupun kalo ga mau recall. Tapi kalo recall ya beda cerita. Intinya disini honda udah bikin kecewa konsumen gara2 esaf, dan kudu cek rangka esaf selama masa garansi, yang bagi konsumen sangat memberatkan",Sitikusnari66
Fri Sep 15 11:34:15 +0000 2023,1702647010762133945,Hasil Investigasi Rangka eSAF Honda dari Kemenhub dan KNKT: Kuat tapi Ada Karat  Baca di https://t.co/I10AIhuD5y https://t.co/XDQXoo4knA,kompascom
Fri Sep 15 11:26:03 +0000 2023,1702644945570718089,@KATADATAcoid pelanggan yg sdh beli honda dg rangka esaf gimana nasibnya? bisa kembalikan barang kah? recall?,Subhanologi
Fri Sep 15 11:10:07 +0000 2023,1702640938752029142,"Kemenhub dan KNKT Selidiki Masalah Rangka eSAF Honda, Ini Hasilnya https://t.co/KjHzdbe6zy",Beritasatu
Fri Sep 15 11:09:35 +0000 2023,1702640803188027862,"Kemenhub dan KNKT membuka hasil investigasi rangka eSAF Honda, mereka menemukan bahwa sasisnya cukup kuat https://t.co/DzaNweZEM7",trenotoid
Fri Sep 15 11:04:12 +0000 2023,1702639446573871350,"Wujudkan Kendaraan Bermotor Berkeselamatan, Kemenhub Gandeng KNKT Teliti Rangka ESAF Sepeda Motor Honda https://t.co/vQSLjAoy0N",AktualnewsI
Fri Sep 15 10:57:34 +0000 2023,1702637776293056809,Temuan KNKT: Ada Karat di Rangka Esaf Motor Honda Konsumen https://t.co/IRfDg63sYQ,KATADATAcoid
Fri Sep 15 10:49:02 +0000 2023,1702635629262393420,Kementerian Perhubungan melalui Direktorat Jenderal Perhubungan Darat bersama Komite Nasional Keselamatan Transportasi (KNKT) telah melakukan penelitian rangka eSAF (enhanced Smart Architecture Frame) motor Honda sejak Agustus hingga September 2023.   penelitian ini merupakan… https://t.co/WYKIUqTCqm,doctor__fabre
Fri Sep 15 10:38:10 +0000 2023,1702632895280779495,Tim investigasi Kemenhub dan KNKT menemukan karat pada bagian dalam rangka eSAF motor Honda. https://t.co/4Vwai5qRqA,tempodotco
Fri Sep 15 10:30:35 +0000 2023,1702630988793389565,Kata Astra Honda soal Temuan Karat pada Rangka eSAF Hasil Investigasi Kemenhub dan KNKT #TempoOtomotif https://t.co/B1SjQtF2Wk,tempodotco
Fri Sep 15 10:28:20 +0000 2023,1702630419928432818,"Gandeng KNKT, Kemenhub Meneliti Rangka eSAF Motor Honda - Ragam Jakarta https://t.co/asviZ6LGsO",RagamIndones1a
Fri Sep 15 10:28:11 +0000 2023,1702630384608149590,"Gandeng KNKT, Kemenhub Meneliti Rangka eSAF Motor Honda - Ragam Jakarta https://t.co/OHk7KnwdoV",zonajakarta1
Fri Sep 15 10:22:18 +0000 2023,1702628903972675862,Hasil perhitungan Finite Element Method dan pengujian di fasilitas AHM menegaskan struktur rangka eSAF Honda sangat kuat dan bebas dari daerah kritis dengan tegangan di bawah batas elastis material #eSAF https://t.co/zJ34adm98O,Omnya_Gibran
Fri Sep 15 10:17:10 +0000 2023,1702627612802285652,Hasil Investigasi KNKT: Rangka eSAF Motor Honda Berkarat https://t.co/GYK6Vzn8cJ,KATADATAcoid
Fri Sep 15 10:02:04 +0000 2023,1702623812955901995,"@taepocie @tanyarlfes semoga motor nya honda yg rangka esaf nya krtan, trus potong ditengah jln, ga punya duid buat k bengkel",afriyanaaaaaa
Fri Sep 15 09:50:27 +0000 2023,1702620888158593388,Ini Komentar Honda Motor Soal Hasil Investigasi Rangka eSAF #uzoneID #mobil #motor https://t.co/nSnBGk8dfs,uzoneindonesia
Fri Sep 15 09:46:02 +0000 2023,1702619776219300286,HASIL investigasi eSAF honda                     👇👇👇 sesuai standar dan cukup kuat _______________________  PT AHM juga sudah buka suara mengenai hasil investigasi rangka eSAF HONDA yg tuntas di lakukan  tim kementrian perhubungan dan hasil investigasi tersebut memastikan… https://t.co/kncqMSkCUP,doctor__fabre
Fri Sep 15 09:45:30 +0000 2023,1702619640172827115,"@jawashitpost Kalo honda ga beli video ini untuk promosi “kestabilan” motornya, ga tau lagi deh buat counter esaf. Like bro, u don’t even need hands🙌",jekarka
Fri Sep 15 09:09:02 +0000 2023,1702610466919596437,"Hasil investigasi #RangkaESAF motor Honda: ”Kemenhub menyebut berdasarkan hasil perhitungan finite element method dan divalidasi secara pengujian aktual di fasilitas milik PT AHM, dapat dipastikan struktur rangka eSAF sangat kuat dan tidak memiliki daerah kritis atau fatigue… https://t.co/ojDwnr9UkG",03__nakula
Fri Sep 15 09:08:06 +0000 2023,1702610229601751093,Hasil Investigasi KNKT: Rangka eSAF Motor Honda Berkarat dan Keropos https://t.co/B5wKbmIHXO,KATADATAcoid
Fri Sep 15 09:04:09 +0000 2023,1702609237984387516,"Kemenhub dan KNKT Ungkap Hasil Pemeriksaan Rangka eSAF Honda, Minta Masyarakat Tidak Perlu Khawatir https://t.co/n5P7OXIZ1b",pikiran_rakyat
Fri Sep 15 09:02:08 +0000 2023,1702608729903165636,"Investigasi terbaru mengenai eSAF Honda telah menunjukkan hasil yang sangat memuaskan. Teknologi ini memenuhi standar tinggi, dan rangka yang kuat dan berkualitas telah terbukti dalam uji coba. Honda tetap berkomitmen untuk memberikan inovasi terbaik kepada pelanggan. 💪🚗 #eSAF https://t.co/xrNfaIGo4e""",Omnya_Gibran
Fri Sep 15 08:35:27 +0000 2023,1702602014554046512,"Tim peneliti mendatangi dan melihat langsung proses produksi rangka eSAF di pabrik Honda di Kawasan Industri Indotaise Karawang, Jawa Barat. https://t.co/Fzib3GwSmj",tempodotco
Fri Sep 15 08:20:27 +0000 2023,1702598240682824020,"Hasil Investigasi Rangka eSAF Honda, Ini Kata Kemenhub! #uzoneID #mobil #motor https://t.co/Kuzi3BSsKg",uzoneindonesia
Fri Sep 15 08:17:12 +0000 2023,1702597420578959430,KNKT Umumkan Hasil Penelitian Rangka eSAF Motor Honda https://t.co/zEuCQiUoPK,IDNTimes
Fri Sep 15 08:09:34 +0000 2023,1702595498862072079,"Kemenhub dan KNKT Rilis Hasil Investigasi Rangka eSAF Honda, Ada Karat di Bagian Ini #TempoOtomotif https://t.co/VVWzVZmI0c",tempodotco
Fri Sep 15 08:00:01 +0000 2023,1702593096632967515,Kementerian Perhubungan (Kemenhub) melalui Direktorat Jenderal Perhubungan Darat bersama Komite Nasional Keselamatan Transportasi (KNKT) telah lakukan investigasi terkait rangka eSAF motor Honda.   Selengkapnya: https://t.co/WnHZK5swKL ___ #100kpjcom #Honda #KNKT https://t.co/mP7sVhrUgJ,100kpjcom
Fri Sep 15 07:54:33 +0000 2023,1702591722545631488,"Teliti Rangka eSAF Motor Honda, Ini Hasil Temuan KNKT https://t.co/xkV7bv53yM",VIVAcoid
Fri Sep 15 07:37:37 +0000 2023,1702587458968498476,"Tim KNKT dan Kemenhub Temukan Karat di Rangka eSAF Motor Honda, Ini Penyebabnya #Ramadan https://t.co/MqRQcHoDHs https://t.co/0PNUjEuAw7",VIVAcoid
Fri Sep 15 07:37:34 +0000 2023,1702587447669043620,"Tim KNKT dan Kemenhub Temukan Karat di Rangka eSAF Motor Honda, Ini Penyebabnya https://t.co/LS20gjS7Or",100kpjcom
Fri Sep 15 07:36:34 +0000 2023,1702587195574608017,Kemenhub Gandeng KNKT Teliti Rangka eSAF Sepeda Motor Honda https://t.co/sbFZOfe8Bh,Beritasatu
Fri Sep 15 07:18:36 +0000 2023,1702582673448071399,AHM Buka Suara Hasil Investigasi eSAF Honda Karat dan Patah https://t.co/j3QYHyj0SI,BloombergTZ
Fri Sep 15 07:18:36 +0000 2023,1702582672512696673,AHM Buka Suara Soal Hasil Penelitian Rangka eSAF Motor Honda https://t.co/PMsX0W0hRI,Bisniscom
Fri Sep 15 07:14:18 +0000 2023,1702581592521376078,"Khawatir Rangka Motor Korosi, Kemenhub Gandeng KNKT Teliti Rangka eSAF Sepeda Motor Honda  https://t.co/8IZgUfn993 lewat @@lukilibra74",lukilibra74
Fri Sep 15 07:13:37 +0000 2023,1702581418415755372,"Terungkap, Hasil Penelitian Rangka eSAF Honda! Intip Laporannya https://t.co/rJk8FFQ59R",Bisniscom
Fri Sep 15 07:09:25 +0000 2023,1702580362332041255,"Khawatir Rangka Motor Korosi, Kemenhub Gandeng KNKT Teliti Rangka eSAF Sepeda Motor Honda  https://t.co/8IZgUfn993 lewat @@lukilibra74",lukilibra74
Fri Sep 15 07:09:05 +0000 2023,1702580277946847568,"Breaking News, Pengumuman Investigasi Pemerintah Terhadap Rangka eSAF Motor Matic Honda  https://t.co/U8nUlKreH5",motorplusweekly
Fri Sep 15 07:00:40 +0000 2023,1702578162297864544,"Komite Nasional Keselamatan Transportasi (KNKT) membuka hasil penelitian rangka eSAF pada motor Honda milik konsumen, ini detailnya. #kumparanOTO #dailyupdate https://t.co/05sBfMr35A",kumparan
Fri Sep 15 06:53:35 +0000 2023,1702576378401759440,KNKT dan Kemenhub Beberkan Hasil Investigasi Rangka eSAF Motor Honda #Ramadan https://t.co/ktvuGWKlK1 https://t.co/EmeiRIi7uD,VIVAcoid
Fri Sep 15 06:53:34 +0000 2023,1702576373796347974,KNKT dan Kemenhub Beberkan Hasil Investigasi Rangka eSAF Motor Honda https://t.co/pjkin9salj,100kpjcom
Fri Sep 15 06:44:35 +0000 2023,1702574112676430010,Begini Penjelasan Kemenhub Soal Karat di Rangka eSAF Honda https://t.co/Gu4vtwznrt,BloombergTZ
Fri Sep 15 06:42:14 +0000 2023,1702573522466570246,Ini Hasil Penelitian Kemenhub dan KNKT Soal Rangka eSAF Sepeda Motor Honda https://t.co/LUPGLGSY66 via @Businessupdate.id,BusinesupdateID
Fri Sep 15 06:40:35 +0000 2023,1702573105393385892,Tim Peneliti Temukan Karat Rangka eSAF Motor Honda! Ini Penyebabnya https://t.co/KEdZ4y8ebL,Bisniscom
Fri Sep 15 06:23:10 +0000 2023,1702568723612373140,Buntut Teknologi eSAF: Keputusan Beretika oleh Honda Apakah Sudah Tepat? https://t.co/Tc0ZrmRY17,kompasiana
Fri Sep 15 06:12:05 +0000 2023,1702565936014975101,"Kemenhub Bongkar Rangka eSAF Motor Honda, Ini Hasil Temuannya https://t.co/cd7HyOjW3m",Bisniscom
Fri Sep 15 05:59:05 +0000 2023,1702562664231403635,"Kemenhub dan KNKT Teliti Rangka eSAF Sepeda Motor Honda Berkarat, Cek Hasilnya #TempoBisnis https://t.co/7eCMODrUSZ",tempodotco
Fri Sep 15 05:56:35 +0000 2023,1702562032007221558,"Terungkap, Hasil Penelitian Rangka eSAF Honda! Masih Layak Pakai? https://t.co/BopvlWynma",Bisniscom
Fri Sep 15 05:56:34 +0000 2023,1702562029532573853,"Banyak Dikeluhkan Pengguna, Begini Hasil Investigasi eSAF Honda https://t.co/Vzgdvf07Ow",BloombergTZ
Fri Sep 15 05:51:34 +0000 2023,1702560772159906183,"Hasil Investigasi eSAF Honda: Sesuai Standar, Rangka Cukup Kuat https://t.co/yOtAMRtmP0",BloombergTZ
Fri Sep 15 05:15:54 +0000 2023,1702551795023933454,@ohji_09 @welovehonda Gw juga pake honda aman2 aja. Ini kan yg keluaran baru. Yg pake rangka eSaf,HalanWaSahlan
Fri Sep 15 01:00:01 +0000 2023,1702487401631764507,Astra Honda Motor membuka layanan pengecekan rangka eSAF yang belakangan sedang ramai dibicarakan. Simak selengkapnya di #Infografis #CNNIndonesia: https://t.co/Bn7PUIaMRT https://t.co/TlOw5JTgRd,CNNIndonesia
Thu Sep 14 17:13:33 +0000 2023,1702370009358672096,"@folkindco @AndCav4 @jokowi Ya tetep bisa. Tapi sekali gebuk lgsg mokad   Mikir simpel aja. Kalo udh tau cacat ngapain dibeli, gw kira pola pikir gt cmn ada di customer Honda pemuja esaf eh ada lg pemuja ural",Kikypsatir28
Thu Sep 14 13:29:19 +0000 2023,1702313580115444030,"Rangka eSAF motor matic Honda yg sering terpapar air laut pun kondisinya masih oke dan kuat. Maka bisa disimpulkan #rangkaEsaf motor Honda yg dirawat secara berkala, jarang terkena air laut, dipastikan kondisinya pasti lebih bagus lagi 👌👌👍 #eSAF https://t.co/waY6x1gKiY",FirzaHusainID
