created_at,full_text,username,case_folding,cleaning,tokenizing,normalisasi_kata,stopward,kalimat,stemming,text_preprocessed,polarity_score,polarity
Sun Oct 29 10:20:00 +0000 2023,Honda Jamin Rangka eSAF Aman Kini Digaransi 5 Tahun Tanpa Batas Jarak PT Astra Honda Motor (AHM) menjamin rangka eSAF maupun rangka motor lainnya aman. Honda berani memberikan jaminan garansi hingga 5 tahun. &gt;&gt; https://t.co/3sRfMErye9 #detikoto,detikcom,honda jamin rangka esaf aman kini digaransi 5 tahun tanpa batas jarak pt astra honda motor (ahm) menjamin rangka esaf maupun rangka motor lainnya aman. honda berani memberikan jaminan garansi hingga 5 tahun. &gt;&gt; https://t.co/3srfmerye9 #detikoto,honda jamin rangka esaf aman kini digaransi  tahun tanpa batas jarak pt astra honda motor  ahm  menjamin rangka esaf maupun rangka motor lainnya aman  honda berani memberikan jaminan garansi hingga  tahun   gt gt,"['honda', 'jamin', 'rangka', 'esaf', 'aman', 'kini', 'digaransi', 'tahun', 'tanpa', 'batas', 'jarak', 'pt', 'astra', 'honda', 'motor', 'ahm', 'menjamin', 'rangka', 'esaf', 'maupun', 'rangka', 'motor', 'lainnya', 'aman', 'honda', 'berani', 'memberikan', 'jaminan', 'garansi', 'hingga', 'tahun', 'gt', 'gt']","['honda', 'jamin', 'rangka', 'esaf', 'aman', 'kini', 'digaransi', 'tahun', 'tanpa', 'batas', 'jarak', 'pt', 'astra', 'honda', 'motor', 'ahm', 'menjamin', 'rangka', 'esaf', 'maupun', 'rangka', 'motor', 'lainnya', 'aman', 'honda', 'berani', 'memberikan', 'jaminan', 'garansi', 'hingga', 'tahun', 'begitu', 'begitu']","['honda', 'jamin', 'rangka', 'esaf', 'aman', 'digaransi', 'batas', 'jarak', 'pt', 'astra', 'honda', 'motor', 'ahm', 'menjamin', 'rangka', 'esaf', 'rangka', 'motor', 'aman', 'honda', 'berani', 'jaminan', 'garansi']",honda jamin rangka esaf aman digaransi batas jarak pt astra honda motor ahm menjamin rangka esaf rangka motor aman honda berani jaminan garansi,honda jamin rangka esaf aman garansi batas jarak pt astra honda motor ahm jamin rangka esaf rangka motor aman honda berani jamin garansi,"['honda', 'jamin', 'rangka', 'esaf', 'aman', 'garansi', 'batas', 'jarak', 'pt', 'astra', 'honda', 'motor', 'ahm', 'jamin', 'rangka', 'esaf', 'rangka', 'motor', 'aman', 'honda', 'berani', 'jamin', 'garansi']",-18,negative
Sat Mar 16 04:43:41 +0000 2024,Oyi rek tolong saranin motor yg awet bensin dong. Mau beli honda tp kok kmarin viral masalah rangka esaf yg gampang karat,ngalamfess,oyi rek tolong saranin motor yg awet bensin dong. mau beli honda tp kok kmarin viral masalah rangka esaf yg gampang karat,oyi rek tolong saranin motor yg awet bensin dong  mau beli honda tp kok kmarin viral masalah rangka esaf yg gampang karat,"['oyi', 'rek', 'tolong', 'saranin', 'motor', 'yg', 'awet', 'bensin', 'dong', 'mau', 'beli', 'honda', 'tp', 'kok', 'kmarin', 'viral', 'masalah', 'rangka', 'esaf', 'yg', 'gampang', 'karat']","['oyi', 'rek', 'tolong', 'saranin', 'motor', 'yang', 'awet', 'bensin', 'dong', 'mau', 'beli', 'honda', 'tapi', 'kok', 'kmarin', 'viral', 'masalah', 'rangka', 'esaf', 'yang', 'gampang', 'karat']","['oyi', 'rek', 'saranin', 'motor', 'awet', 'bensin', 'beli', 'honda', 'kmarin', 'viral', 'rangka', 'esaf', 'gampang', 'karat']",oyi rek saranin motor awet bensin beli honda kmarin viral rangka esaf gampang karat,oyi rek saranin motor awet bensin beli honda kmarin viral rangka esaf gampang karat,"['oyi', 'rek', 'saranin', 'motor', 'awet', 'bensin', 'beli', 'honda', 'kmarin', 'viral', 'rangka', 'esaf', 'gampang', 'karat']",4,positive
Tue Jan 23 13:52:36 +0000 2024,YLKI Terima 26 Aduan Soal Rangka eSAF Honda https://t.co/cR5ofWdEIS,BloombergTZ,ylki terima 26 aduan soal rangka esaf honda https://t.co/cr5ofwdeis,ylki terima  aduan soal rangka esaf honda,"['ylki', 'terima', 'aduan', 'soal', 'rangka', 'esaf', 'honda']","['ylki', 'terima', 'aduan', 'soal', 'rangka', 'esaf', 'honda']","['ylki', 'terima', 'aduan', 'rangka', 'esaf', 'honda']",ylki terima aduan rangka esaf honda,ylki terima adu rangka esaf honda,"['ylki', 'terima', 'adu', 'rangka', 'esaf', 'honda']",-1,negative
Thu Sep 21 15:11:17 +0000 2023,Terkait Rangka eSAF Honda Dirjen Hubdat : Masyarakat Tak Perlu Khawatir https://t.co/29xQqwnvcI #kabarterdepan #eSAF #honda #enhancedSmartArchitectureFrame #rangkaeSAF,kabarterdepanID,terkait rangka esaf honda dirjen hubdat : masyarakat tak perlu khawatir https://t.co/29xqqwnvci #kabarterdepan #esaf #honda #enhancedsmartarchitectureframe #rangkaesaf,terkait rangka esaf honda dirjen hubdat   masyarakat tak perlu khawatir,"['terkait', 'rangka', 'esaf', 'honda', 'dirjen', 'hubdat', 'masyarakat', 'tak', 'perlu', 'khawatir']","['terkait', 'rangka', 'esaf', 'honda', 'dirjen', 'hubdat', 'masyarakat', 'tidak', 'perlu', 'khawatir']","['terkait', 'rangka', 'esaf', 'honda', 'dirjen', 'hubdat', 'masyarakat', 'khawatir']",terkait rangka esaf honda dirjen hubdat masyarakat khawatir,kait rangka esaf honda dirjen hubdat masyarakat khawatir,"['kait', 'rangka', 'esaf', 'honda', 'dirjen', 'hubdat', 'masyarakat', 'khawatir']",-3,negative
Tue Mar 12 10:37:21 +0000 2024,Tanpa ESAF Honda BeAT 2024 Hadir Lebih Tangguh dan Stylish https://t.co/kYeiHsKu8p,JPRadarMadura,tanpa esaf honda beat 2024 hadir lebih tangguh dan stylish https://t.co/kyeihsku8p,tanpa esaf honda beat  hadir lebih tangguh dan stylish,"['tanpa', 'esaf', 'honda', 'beat', 'hadir', 'lebih', 'tangguh', 'dan', 'stylish']","['tanpa', 'esaf', 'honda', 'beat', 'hadir', 'lebih', 'tangguh', 'dan', 'stylish']","['esaf', 'honda', 'beat', 'hadir', 'tangguh', 'stylish']",esaf honda beat hadir tangguh stylish,esaf honda beat hadir tangguh stylish,"['esaf', 'honda', 'beat', 'hadir', 'tangguh', 'stylish']",2,positive
Fri Feb 02 23:18:23 +0000 2024,Pakai Rangka eSAF Honda Stylo 160 Punya Desain Menarik https://t.co/wproVztHfQ,jurnalbikersID,pakai rangka esaf honda stylo 160 punya desain menarik https://t.co/wprovzthfq,pakai rangka esaf honda stylo  punya desain menarik,"['pakai', 'rangka', 'esaf', 'honda', 'stylo', 'punya', 'desain', 'menarik']","['pakai', 'rangka', 'esaf', 'honda', 'stylo', 'punya', 'desain', 'menarik']","['pakai', 'rangka', 'esaf', 'honda', 'stylo', 'desain', 'menarik']",pakai rangka esaf honda stylo desain menarik,pakai rangka esaf honda stylo desain tarik,"['pakai', 'rangka', 'esaf', 'honda', 'stylo', 'desain', 'tarik']",6,positive
Thu Dec 21 08:15:07 +0000 2023,Akhir Drama Gaduh Rangka eSAF Honda Patah Versi Kemendag https://t.co/bdvZCKcZma,BloombergTZ,akhir drama gaduh rangka esaf honda patah versi kemendag https://t.co/bdvzckczma,akhir drama gaduh rangka esaf honda patah versi kemendag,"['akhir', 'drama', 'gaduh', 'rangka', 'esaf', 'honda', 'patah', 'versi', 'kemendag']","['akhir', 'drama', 'gaduh', 'rangka', 'esaf', 'honda', 'patah', 'versi', 'kemendag']","['drama', 'gaduh', 'rangka', 'esaf', 'honda', 'patah', 'versi', 'kemendag']",drama gaduh rangka esaf honda patah versi kemendag,drama gaduh rangka esaf honda patah versi kemendag,"['drama', 'gaduh', 'rangka', 'esaf', 'honda', 'patah', 'versi', 'kemendag']",-8,negative
Sat Sep 16 10:31:16 +0000 2023,Menindaklanjuti Keluhan Masyarakat Terkait Rangka ESAF Honda Kemenhub Bersama KNKT Lakukan Penelitian https://t.co/yBf1epzeXS,girsang_smile,menindaklanjuti keluhan masyarakat terkait rangka esaf honda kemenhub bersama knkt lakukan penelitian https://t.co/ybf1epzexs,menindaklanjuti keluhan masyarakat terkait rangka esaf honda kemenhub bersama knkt lakukan penelitian,"['menindaklanjuti', 'keluhan', 'masyarakat', 'terkait', 'rangka', 'esaf', 'honda', 'kemenhub', 'bersama', 'knkt', 'lakukan', 'penelitian']","['menindaklanjuti', 'keluhan', 'masyarakat', 'terkait', 'rangka', 'esaf', 'honda', 'kemenhub', 'bersama', 'knkt', 'lakukan', 'penelitian']","['menindaklanjuti', 'keluhan', 'masyarakat', 'terkait', 'rangka', 'esaf', 'honda', 'kemenhub', 'knkt', 'lakukan', 'penelitian']",menindaklanjuti keluhan masyarakat terkait rangka esaf honda kemenhub knkt lakukan penelitian,menindaklanjuti keluh masyarakat kait rangka esaf honda kemenhub knkt laku teliti,"['menindaklanjuti', 'keluh', 'masyarakat', 'kait', 'rangka', 'esaf', 'honda', 'kemenhub', 'knkt', 'laku', 'teliti']",1,positive
Thu Sep 14 07:38:06 +0000 2023,KNKT Buka Suara Hasil Investigasi Kasus Rangka eSAF Honda https://t.co/IUA70JoRSQ,BloombergTZ,knkt buka suara hasil investigasi kasus rangka esaf honda https://t.co/iua70jorsq,knkt buka suara hasil investigasi kasus rangka esaf honda,"['knkt', 'buka', 'suara', 'hasil', 'investigasi', 'kasus', 'rangka', 'esaf', 'honda']","['knkt', 'buka', 'suara', 'hasil', 'investigasi', 'kasus', 'rangka', 'esaf', 'honda']","['knkt', 'buka', 'suara', 'hasil', 'investigasi', 'rangka', 'esaf', 'honda']",knkt buka suara hasil investigasi rangka esaf honda,knkt buka suara hasil investigasi rangka esaf honda,"['knkt', 'buka', 'suara', 'hasil', 'investigasi', 'rangka', 'esaf', 'honda']",4,positive
Fri Sep 15 07:18:36 +0000 2023,AHM Buka Suara Hasil Investigasi eSAF Honda Karat dan Patah https://t.co/j3QYHyj0SI,BloombergTZ,ahm buka suara hasil investigasi esaf honda karat dan patah https://t.co/j3qyhyj0si,ahm buka suara hasil investigasi esaf honda karat dan patah,"['ahm', 'buka', 'suara', 'hasil', 'investigasi', 'esaf', 'honda', 'karat', 'dan', 'patah']","['ahm', 'buka', 'suara', 'hasil', 'investigasi', 'esaf', 'honda', 'karat', 'dan', 'patah']","['ahm', 'buka', 'suara', 'hasil', 'investigasi', 'esaf', 'honda', 'karat', 'patah']",ahm buka suara hasil investigasi esaf honda karat patah,ahm buka suara hasil investigasi esaf honda karat patah,"['ahm', 'buka', 'suara', 'hasil', 'investigasi', 'esaf', 'honda', 'karat', 'patah']",0,negative
Fri Sep 15 06:44:35 +0000 2023,Begini Penjelasan Kemenhub Soal Karat di Rangka eSAF Honda https://t.co/Gu4vtwznrt,BloombergTZ,begini penjelasan kemenhub soal karat di rangka esaf honda https://t.co/gu4vtwznrt,begini penjelasan kemenhub soal karat di rangka esaf honda,"['begini', 'penjelasan', 'kemenhub', 'soal', 'karat', 'di', 'rangka', 'esaf', 'honda']","['begini', 'penjelasan', 'kemenhub', 'soal', 'karat', 'di', 'rangka', 'esaf', 'honda']","['penjelasan', 'kemenhub', 'karat', 'rangka', 'esaf', 'honda']",penjelasan kemenhub karat rangka esaf honda,jelas kemenhub karat rangka esaf honda,"['jelas', 'kemenhub', 'karat', 'rangka', 'esaf', 'honda']",-2,negative
Sun Feb 11 08:36:07 +0000 2024,Rangka eSAF Honda Stylo 160 diklaim lebih baik pabrikan beri garansi 5 tahun tanpa batasan kilometer. #kumparanOTO https://t.co/y0MJtE431O,kumparan,rangka esaf honda stylo 160 diklaim lebih baik pabrikan beri garansi 5 tahun tanpa batasan kilometer. #kumparanoto https://t.co/y0mjte431o,rangka esaf honda stylo  diklaim lebih baik pabrikan beri garansi  tahun tanpa batasan kilometer,"['rangka', 'esaf', 'honda', 'stylo', 'diklaim', 'lebih', 'baik', 'pabrikan', 'beri', 'garansi', 'tahun', 'tanpa', 'batasan', 'kilometer']","['rangka', 'esaf', 'honda', 'stylo', 'diklaim', 'lebih', 'baik', 'pabrikan', 'beri', 'garansi', 'tahun', 'tanpa', 'batasan', 'kilometer']","['rangka', 'esaf', 'honda', 'stylo', 'diklaim', 'pabrikan', 'garansi', 'batasan', 'kilometer']",rangka esaf honda stylo diklaim pabrikan garansi batasan kilometer,rangka esaf honda stylo klaim pabrikan garansi batas kilometer,"['rangka', 'esaf', 'honda', 'stylo', 'klaim', 'pabrikan', 'garansi', 'batas', 'kilometer']",-3,negative
Fri Sep 15 05:56:34 +0000 2023,Banyak Dikeluhkan Pengguna Begini Hasil Investigasi eSAF Honda https://t.co/Vzgdvf07Ow,BloombergTZ,banyak dikeluhkan pengguna begini hasil investigasi esaf honda https://t.co/vzgdvf07ow,banyak dikeluhkan pengguna begini hasil investigasi esaf honda,"['banyak', 'dikeluhkan', 'pengguna', 'begini', 'hasil', 'investigasi', 'esaf', 'honda']","['banyak', 'dikeluhkan', 'pengguna', 'begini', 'hasil', 'investigasi', 'esaf', 'honda']","['dikeluhkan', 'pengguna', 'hasil', 'investigasi', 'esaf', 'honda']",dikeluhkan pengguna hasil investigasi esaf honda,keluh guna hasil investigasi esaf honda,"['keluh', 'guna', 'hasil', 'investigasi', 'esaf', 'honda']",4,positive
Fri Dec 22 08:10:35 +0000 2023,Bukan Rangka eSAF Honda EM1 e: Kuat Angkut Beban 180 Kg? #uzoneID #mobil #motor https://t.co/WD1tKsQSRO,uzoneindonesia,bukan rangka esaf honda em1 e: kuat angkut beban 180 kg? #uzoneid #mobil #motor https://t.co/wd1tksqsro,bukan rangka esaf honda em e  kuat angkut beban  kg,"['bukan', 'rangka', 'esaf', 'honda', 'em', 'e', 'kuat', 'angkut', 'beban', 'kg']","['bukan', 'rangka', 'esaf', 'honda', 'em', 'e', 'kuat', 'angkut', 'beban', 'kg']","['rangka', 'esaf', 'honda', 'em', 'e', 'kuat', 'angkut', 'beban', 'kg']",rangka esaf honda em e kuat angkut beban kg,rangka esaf honda em e kuat angkut beban kg,"['rangka', 'esaf', 'honda', 'em', 'e', 'kuat', 'angkut', 'beban', 'kg']",-5,negative
Thu Dec 28 23:55:01 +0000 2023,selama di bawah ast*ra pesimis bakal clear masalahnya toyota-daihatsu Indo rangka esaf honda aja kemarin kayak ditiup angin langsung ilang isunya,zallfh,selama di bawah ast*ra pesimis bakal clear masalahnya toyota-daihatsu indo rangka esaf honda aja kemarin kayak ditiup angin langsung ilang isunya,selama di bawah ast ra pesimis bakal clear masalahnya toyota daihatsu indo rangka esaf honda aja kemarin kayak ditiup angin langsung ilang isunya,"['selama', 'di', 'bawah', 'ast', 'ra', 'pesimis', 'bakal', 'clear', 'masalahnya', 'toyota', 'daihatsu', 'indo', 'rangka', 'esaf', 'honda', 'aja', 'kemarin', 'kayak', 'ditiup', 'angin', 'langsung', 'ilang', 'isunya']","['selama', 'di', 'bawah', 'ast', 'ra', 'pesimis', 'bakal', 'clear', 'masalahnya', 'toyota', 'daihatsu', 'indo', 'rangka', 'esaf', 'honda', 'saja', 'kemarin', 'kayak', 'ditiup', 'angin', 'langsung', 'hilang', 'isunya']","['ast', 'ra', 'pesimis', 'clear', 'toyota', 'daihatsu', 'indo', 'rangka', 'esaf', 'honda', 'kayak', 'ditiup', 'angin', 'hilang', 'isunya']",ast ra pesimis clear toyota daihatsu indo rangka esaf honda kayak ditiup angin hilang isunya,ast ra pesimis clear toyota daihatsu indo rangka esaf honda kayak tiup angin hilang isu,"['ast', 'ra', 'pesimis', 'clear', 'toyota', 'daihatsu', 'indo', 'rangka', 'esaf', 'honda', 'kayak', 'tiup', 'angin', 'hilang', 'isu']",-11,negative
Sat Feb 03 10:31:25 +0000 2024,Masih Gunakan Rangka eSAF Honda Stylo 160 Dilabeli Garansi 5 Tahun! Intip Yuk Performanya https://t.co/JZksAli3Go,CelahSumbar,masih gunakan rangka esaf honda stylo 160 dilabeli garansi 5 tahun! intip yuk performanya https://t.co/jzksali3go,masih gunakan rangka esaf honda stylo  dilabeli garansi  tahun  intip yuk performanya,"['masih', 'gunakan', 'rangka', 'esaf', 'honda', 'stylo', 'dilabeli', 'garansi', 'tahun', 'intip', 'yuk', 'performanya']","['masih', 'gunakan', 'rangka', 'esaf', 'honda', 'stylo', 'dilabeli', 'garansi', 'tahun', 'intip', 'ayo', 'performanya']","['rangka', 'esaf', 'honda', 'stylo', 'dilabeli', 'garansi', 'intip', 'ayo', 'performanya']",rangka esaf honda stylo dilabeli garansi intip ayo performanya,rangka esaf honda stylo label garansi intip ayo performa,"['rangka', 'esaf', 'honda', 'stylo', 'label', 'garansi', 'intip', 'ayo', 'performa']",4,positive
Fri Feb 02 13:50:41 +0000 2024,Gak Kapok Pakai Rangka eSAF Honda Beberkan Kelebihannya di Stylo 160 #uzoneID #mobil #motor https://t.co/op1QhLPCsg,uzoneindonesia,gak kapok pakai rangka esaf honda beberkan kelebihannya di stylo 160 #uzoneid #mobil #motor https://t.co/op1qhlpcsg,gak kapok pakai rangka esaf honda beberkan kelebihannya di stylo,"['gak', 'kapok', 'pakai', 'rangka', 'esaf', 'honda', 'beberkan', 'kelebihannya', 'di', 'stylo']","['gak', 'kapok', 'pakai', 'rangka', 'esaf', 'honda', 'beberkan', 'kelebihannya', 'di', 'stylo']","['gak', 'kapok', 'pakai', 'rangka', 'esaf', 'honda', 'beberkan', 'kelebihannya', 'stylo']",gak kapok pakai rangka esaf honda beberkan kelebihannya stylo,gak kapok pakai rangka esaf honda kan lebih stylo,"['gak', 'kapok', 'pakai', 'rangka', 'esaf', 'honda', 'kan', 'lebih', 'stylo']",-2,negative
Wed Oct 25 10:37:25 +0000 2023,New Honda Scoopy Rangka eSAF Garansi 5 Tahun Diluncurkan https://t.co/GpW9TTDL3W,CNNIndonesia,new honda scoopy rangka esaf garansi 5 tahun diluncurkan https://t.co/gpw9ttdl3w,new honda scoopy rangka esaf garansi  tahun diluncurkan,"['new', 'honda', 'scoopy', 'rangka', 'esaf', 'garansi', 'tahun', 'diluncurkan']","['new', 'honda', 'scoopy', 'rangka', 'esaf', 'garansi', 'tahun', 'diluncurkan']","['new', 'honda', 'scoopy', 'rangka', 'esaf', 'garansi', 'diluncurkan']",new honda scoopy rangka esaf garansi diluncurkan,new honda scoopy rangka esaf garansi luncur,"['new', 'honda', 'scoopy', 'rangka', 'esaf', 'garansi', 'luncur']",0,negative
Mon Sep 18 07:10:55 +0000 2023,Terungkap! Begini Hasil Penelitian Rangka eSAF Sepeda Motor Honda https://t.co/6zf5cP4Fdk #enhancedSmartArchitectureFrame #eSAF #rangkaeSAF,kabarterdepanID,terungkap! begini hasil penelitian rangka esaf sepeda motor honda https://t.co/6zf5cp4fdk #enhancedsmartarchitectureframe #esaf #rangkaesaf,terungkap  begini hasil penelitian rangka esaf sepeda motor honda,"['terungkap', 'begini', 'hasil', 'penelitian', 'rangka', 'esaf', 'sepeda', 'motor', 'honda']","['terungkap', 'begini', 'hasil', 'penelitian', 'rangka', 'esaf', 'sepeda', 'motor', 'honda']","['terungkap', 'hasil', 'penelitian', 'rangka', 'esaf', 'sepeda', 'motor', 'honda']",terungkap hasil penelitian rangka esaf sepeda motor honda,ungkap hasil teliti rangka esaf sepeda motor honda,"['ungkap', 'hasil', 'teliti', 'rangka', 'esaf', 'sepeda', 'motor', 'honda']",3,positive
Thu Jan 18 04:30:38 +0000 2024,Drama Rangka eSAF Penjualan Honda Jakarta-Tangerang Malah Naik #uzoneID #mobil #motor https://t.co/rCqd7QtcfV,uzoneindonesia,drama rangka esaf penjualan honda jakarta-tangerang malah naik #uzoneid #mobil #motor https://t.co/rcqd7qtcfv,drama rangka esaf penjualan honda jakarta tangerang malah naik,"['drama', 'rangka', 'esaf', 'penjualan', 'honda', 'jakarta', 'tangerang', 'malah', 'naik']","['drama', 'rangka', 'esaf', 'penjualan', 'honda', 'jakarta', 'tangerang', 'bahkan', 'naik']","['drama', 'rangka', 'esaf', 'penjualan', 'honda', 'jakarta', 'tangerang']",drama rangka esaf penjualan honda jakarta tangerang,drama rangka esaf jual honda jakarta tangerang,"['drama', 'rangka', 'esaf', 'jual', 'honda', 'jakarta', 'tangerang']",-3,negative
Tue Sep 19 01:09:33 +0000 2023,Kemenhub Masih Tunggu Hasil Final Investigasi Rangka eSAF Honda #TempoOtomotif https://t.co/PhAPUHxz67,tempodotco,kemenhub masih tunggu hasil final investigasi rangka esaf honda #tempootomotif https://t.co/phapuhxz67,kemenhub masih tunggu hasil final investigasi rangka esaf honda,"['kemenhub', 'masih', 'tunggu', 'hasil', 'final', 'investigasi', 'rangka', 'esaf', 'honda']","['kemenhub', 'masih', 'tunggu', 'hasil', 'final', 'investigasi', 'rangka', 'esaf', 'honda']","['kemenhub', 'tunggu', 'hasil', 'final', 'investigasi', 'rangka', 'esaf', 'honda']",kemenhub tunggu hasil final investigasi rangka esaf honda,kemenhub tunggu hasil final investigasi rangka esaf honda,"['kemenhub', 'tunggu', 'hasil', 'final', 'investigasi', 'rangka', 'esaf', 'honda']",3,positive
Wed Oct 25 11:40:30 +0000 2023,Setelah Drama eSAF Honda Kasih Garansi Rangka Sampai 5 Tahun #uzoneID #mobil #motor https://t.co/ZoNEuvycdk,uzoneindonesia,setelah drama esaf honda kasih garansi rangka sampai 5 tahun #uzoneid #mobil #motor https://t.co/zoneuvycdk,setelah drama esaf honda kasih garansi rangka sampai  tahun,"['setelah', 'drama', 'esaf', 'honda', 'kasih', 'garansi', 'rangka', 'sampai', 'tahun']","['setelah', 'drama', 'esaf', 'honda', 'kasih', 'garansi', 'rangka', 'sampai', 'tahun']","['drama', 'esaf', 'honda', 'kasih', 'garansi', 'rangka']",drama esaf honda kasih garansi rangka,drama esaf honda kasih garansi rangka,"['drama', 'esaf', 'honda', 'kasih', 'garansi', 'rangka']",-3,negative
Tue Jan 02 02:55:36 +0000 2024,Hasil Pemeriksaan KNKT-Kemenhub soal Rangka eSAF Honda https://t.co/lTlMhVhzrP,notmsimams,hasil pemeriksaan knkt-kemenhub soal rangka esaf honda https://t.co/ltlmhvhzrp,hasil pemeriksaan knkt kemenhub soal rangka esaf honda,"['hasil', 'pemeriksaan', 'knkt', 'kemenhub', 'soal', 'rangka', 'esaf', 'honda']","['hasil', 'pemeriksaan', 'knkt', 'kemenhub', 'soal', 'rangka', 'esaf', 'honda']","['hasil', 'pemeriksaan', 'knkt', 'kemenhub', 'rangka', 'esaf', 'honda']",hasil pemeriksaan knkt kemenhub rangka esaf honda,hasil periksa knkt kemenhub rangka esaf honda,"['hasil', 'periksa', 'knkt', 'kemenhub', 'rangka', 'esaf', 'honda']",-2,negative
Thu Aug 24 08:00:43 +0000 2023,Nasib Motor Honda Rangka eSAF Karatan Jika Garansi Habis https://t.co/JkXsFDwZJu,CNNIndonesia,nasib motor honda rangka esaf karatan jika garansi habis https://t.co/jkxsfdwzju,nasib motor honda rangka esaf karatan jika garansi habis,"['nasib', 'motor', 'honda', 'rangka', 'esaf', 'karatan', 'jika', 'garansi', 'habis']","['nasib', 'motor', 'honda', 'rangka', 'esaf', 'karatan', 'jika', 'garansi', 'habis']","['nasib', 'motor', 'honda', 'rangka', 'esaf', 'karatan', 'garansi', 'habis']",nasib motor honda rangka esaf karatan garansi habis,nasib motor honda rangka esaf karat garansi habis,"['nasib', 'motor', 'honda', 'rangka', 'esaf', 'karat', 'garansi', 'habis']",0,negative
Wed Nov 01 02:15:01 +0000 2023,Rangka eSAF Honda rentan patah kondisi ini mempengaruhi harga motor bekas Beat dan Vario dipasaran.. https://t.co/zJBFg0IHT2,RedaksiMenit24,rangka esaf honda rentan patah kondisi ini mempengaruhi harga motor bekas beat dan vario dipasaran.. https://t.co/zjbfg0iht2,rangka esaf honda rentan patah kondisi ini mempengaruhi harga motor bekas beat dan vario dipasaran,"['rangka', 'esaf', 'honda', 'rentan', 'patah', 'kondisi', 'ini', 'mempengaruhi', 'harga', 'motor', 'bekas', 'beat', 'dan', 'vario', 'dipasaran']","['rangka', 'esaf', 'honda', 'rentan', 'patah', 'kondisi', 'ini', 'mempengaruhi', 'harga', 'motor', 'bekas', 'beat', 'dan', 'vario', 'dipasaran']","['rangka', 'esaf', 'honda', 'rentan', 'patah', 'mempengaruhi', 'harga', 'motor', 'bekas', 'beat', 'vario', 'dipasaran']",rangka esaf honda rentan patah mempengaruhi harga motor bekas beat vario dipasaran,rangka esaf honda rentan patah pengaruh harga motor bekas beat vario pasar,"['rangka', 'esaf', 'honda', 'rentan', 'patah', 'pengaruh', 'harga', 'motor', 'bekas', 'beat', 'vario', 'pasar']",-3,negative
Mon Jan 15 05:42:27 +0000 2024,Banyak yang Nggak Tau Ini Fitur- fitur Unggulan Motor Matic Honda Terbaru yang Pakai Rangka eSAF https://t.co/n40YrlHYrb Motor matic Honda saat ini sudah menggunakan rangka eSAF pada motor Honda pertama kali digunakan pada Honda Genio tahun 2019.,adicandra_kor,banyak yang nggak tau ini fitur- fitur unggulan motor matic honda terbaru yang pakai rangka esaf https://t.co/n40yrlhyrb motor matic honda saat ini sudah menggunakan rangka esaf pada motor honda pertama kali digunakan pada honda genio tahun 2019.,banyak yang nggak tau ini fitur  fitur unggulan motor matic honda terbaru yang pakai rangka esaf  motor matic honda saat ini sudah menggunakan rangka esaf pada motor honda pertama kali digunakan pada honda genio tahun,"['banyak', 'yang', 'nggak', 'tau', 'ini', 'fitur', 'fitur', 'unggulan', 'motor', 'matic', 'honda', 'terbaru', 'yang', 'pakai', 'rangka', 'esaf', 'motor', 'matic', 'honda', 'saat', 'ini', 'sudah', 'menggunakan', 'rangka', 'esaf', 'pada', 'motor', 'honda', 'pertama', 'kali', 'digunakan', 'pada', 'honda', 'genio', 'tahun']","['banyak', 'yang', 'tidak', 'tahu', 'ini', 'fitur', 'fitur', 'unggulan', 'motor', 'matic', 'honda', 'terbaru', 'yang', 'pakai', 'rangka', 'esaf', 'motor', 'matic', 'honda', 'saat', 'ini', 'sudah', 'menggunakan', 'rangka', 'esaf', 'pada', 'motor', 'honda', 'pertama', 'kali', 'digunakan', 'pada', 'honda', 'genio', 'tahun']","['fitur', 'fitur', 'unggulan', 'motor', 'matic', 'honda', 'terbaru', 'pakai', 'rangka', 'esaf', 'motor', 'matic', 'honda', 'rangka', 'esaf', 'motor', 'honda', 'honda', 'genio']",fitur fitur unggulan motor matic honda terbaru pakai rangka esaf motor matic honda rangka esaf motor honda honda genio,fitur fitur unggul motor matic honda baru pakai rangka esaf motor matic honda rangka esaf motor honda honda genio,"['fitur', 'fitur', 'unggul', 'motor', 'matic', 'honda', 'baru', 'pakai', 'rangka', 'esaf', 'motor', 'matic', 'honda', 'rangka', 'esaf', 'motor', 'honda', 'honda', 'genio']",0,negative
Sun Oct 15 10:53:48 +0000 2023,Rangka eSAF montor Honda.,cavendix,rangka esaf montor honda.,rangka esaf montor honda,"['rangka', 'esaf', 'montor', 'honda']","['rangka', 'esaf', 'montor', 'honda']","['rangka', 'esaf', 'montor', 'honda']",rangka esaf montor honda,rangka esaf montor honda,"['rangka', 'esaf', 'montor', 'honda']",0,negative
Fri Nov 03 17:05:47 +0000 2023,woilah cik kontolnya spek kerangka esaf honda ,tarutagliaaa,woilah cik kontolnya spek kerangka esaf honda ,woilah cik kontolnya spek kerangka esaf honda,"['woilah', 'cik', 'kontolnya', 'spek', 'kerangka', 'esaf', 'honda']","['woilah', 'cik', 'kontolnya', 'spek', 'kerangka', 'esaf', 'honda']","['woilah', 'cik', 'kontolnya', 'spek', 'kerangka', 'esaf', 'honda']",woilah cik kontolnya spek kerangka esaf honda,woilah cik kontol spek kerangka esaf honda,"['woilah', 'cik', 'kontol', 'spek', 'kerangka', 'esaf', 'honda']",-5,negative
